date,spot_id,product_id,sale_type_id,is_heated,quantity
2026-03-02,9,17,1,False,1.0
2026-03-02,9,19,1,False,1.0
2026-03-02,9,20,1,False,4.0
2026-03-02,9,21,1,False,1.0
2026-03-02,9,22,1,False,1.0
2026-03-02,9,58,1,False,1.0
2026-03-02,9,77,1,False,2.0
2026-03-02,9,80,1,False,1.0
2026-03-02,9,81,1,False,1.0
2026-03-02,9,88,1,False,7.0
2026-03-02,9,90,1,False,1.0
2026-03-02,9,90,3,False,1.0
2026-03-02,9,121,1,False,6.0
2026-03-02,9,127,1,False,1.0
2026-03-02,9,142,1,False,1.0
2026-03-02,9,156,1,False,6.0
2026-03-02,9,165,1,False,1.0
2026-03-02,9,167,1,False,2.0
2026-03-02,9,171,1,False,2.0
2026-03-02,9,180,1,False,7.0
2026-03-02,9,181,1,False,3.0
2026-03-02,9,182,1,False,3.0
2026-03-02,9,219,1,False,3.0
2026-03-02,9,255,1,False,2.0
2026-03-02,9,256,1,False,1.0
2026-03-02,9,260,1,False,3.0
2026-03-02,9,261,1,False,3.0
2026-03-02,9,262,1,False,1.0
2026-03-02,9,263,1,False,3.0
2026-03-02,9,264,1,False,3.0
2026-03-02,9,265,1,False,2.0
2026-03-02,9,266,1,False,2.0
2026-03-02,9,268,1,False,1.0
2026-03-02,9,269,1,False,3.0
2026-03-02,9,270,1,False,1.0
2026-03-02,9,271,1,False,1.0
2026-03-02,9,272,1,False,7.0
2026-03-02,9,273,1,False,1.0
2026-03-02,9,275,1,False,3.0
2026-03-02,9,276,1,False,3.0
2026-03-02,9,277,1,False,2.0
2026-03-02,9,278,1,False,2.0
2026-03-02,9,280,1,False,2.0
2026-03-02,9,281,1,False,7.0
2026-03-02,9,282,1,False,3.0
2026-03-02,9,283,1,False,2.0
2026-03-02,9,284,1,False,2.0
2026-03-02,13,1,1,False,3.0
2026-03-02,13,2,1,False,1.0
2026-03-02,13,10,1,False,3.0
2026-03-02,13,10,3,False,1.0
2026-03-02,13,17,1,False,2.0
2026-03-02,13,19,1,False,1.0
2026-03-02,13,20,1,False,2.0
2026-03-02,13,21,1,False,2.0
2026-03-02,13,22,1,False,1.0
2026-03-02,13,40,1,False,1.0
2026-03-02,13,58,1,False,2.0
2026-03-02,13,80,1,False,1.0
2026-03-02,13,88,1,False,1.0
2026-03-02,13,90,1,False,3.0
2026-03-02,13,105,1,False,1.0
2026-03-02,13,121,1,False,3.0
2026-03-02,13,142,1,False,1.0
2026-03-02,13,156,1,False,6.0
2026-03-02,13,156,3,False,1.0
2026-03-02,13,165,1,False,2.0
2026-03-02,13,167,1,False,3.0
2026-03-02,13,171,1,False,1.0
2026-03-02,13,180,1,False,1.0
2026-03-02,13,181,1,False,1.0
2026-03-02,13,182,1,False,3.0
2026-03-02,13,219,1,False,2.0
2026-03-02,13,260,1,False,2.0
2026-03-02,13,261,1,False,1.0
2026-03-02,13,262,1,False,2.0
2026-03-02,13,263,1,False,2.0
2026-03-02,13,264,1,False,1.0
2026-03-02,13,264,3,False,1.0
2026-03-02,13,265,1,False,1.0
2026-03-02,13,267,1,False,2.0
2026-03-02,13,268,1,False,2.0
2026-03-02,13,271,1,False,1.0
2026-03-02,13,272,1,False,3.0
2026-03-02,13,275,1,False,2.0
2026-03-02,13,276,1,False,3.0
2026-03-02,13,276,1,True,1.0
2026-03-02,13,277,1,False,2.0
2026-03-02,13,277,3,False,1.0
2026-03-02,13,278,1,False,4.0
2026-03-02,13,278,3,False,1.0
2026-03-02,13,279,1,False,2.0
2026-03-02,13,282,1,False,1.0
2026-03-02,13,283,1,False,3.0
2026-03-02,17,1,1,False,2.0
2026-03-02,17,2,1,False,1.0
2026-03-02,17,2,3,True,1.0
2026-03-02,17,10,1,False,1.0
2026-03-02,17,19,1,False,1.0
2026-03-02,17,21,3,False,1.0
2026-03-02,17,22,1,False,2.0
2026-03-02,17,58,1,False,1.0
2026-03-02,17,77,1,False,1.0
2026-03-02,17,80,1,False,1.0
2026-03-02,17,80,3,False,2.0
2026-03-02,17,81,1,False,1.0
2026-03-02,17,88,1,False,2.0
2026-03-02,17,88,3,False,1.0
2026-03-02,17,90,1,False,2.0
2026-03-02,17,105,1,False,1.0
2026-03-02,17,121,1,False,2.0
2026-03-02,17,127,1,False,1.0
2026-03-02,17,142,1,False,2.0
2026-03-02,17,142,3,False,2.0
2026-03-02,17,156,1,False,3.0
2026-03-02,17,156,3,True,1.0
2026-03-02,17,167,1,False,2.0
2026-03-02,17,180,3,True,1.0
2026-03-02,17,181,1,False,1.0
2026-03-02,17,182,1,False,3.0
2026-03-02,17,219,1,False,2.0
2026-03-02,17,255,1,False,1.0
2026-03-02,17,255,3,False,1.0
2026-03-02,17,256,3,True,1.0
2026-03-02,17,257,1,False,1.0
2026-03-02,17,260,1,False,3.0
2026-03-02,17,260,3,False,1.0
2026-03-02,17,261,1,False,2.0
2026-03-02,17,262,1,False,3.0
2026-03-02,17,263,1,False,3.0
2026-03-02,17,263,3,True,1.0
2026-03-02,17,264,1,False,2.0
2026-03-02,17,265,1,False,2.0
2026-03-02,17,267,1,False,1.0
2026-03-02,17,268,1,False,1.0
2026-03-02,17,269,1,False,3.0
2026-03-02,17,271,1,False,2.0
2026-03-02,17,272,1,False,3.0
2026-03-02,17,274,1,False,2.0
2026-03-02,17,275,1,False,1.0
2026-03-02,17,275,3,False,1.0
2026-03-02,17,276,1,False,2.0
2026-03-02,17,277,1,False,1.0
2026-03-02,17,277,1,True,1.0
2026-03-02,17,278,1,False,1.0
2026-03-02,17,278,3,True,1.0
2026-03-02,17,279,1,False,1.0
2026-03-02,17,280,1,False,2.0
2026-03-02,17,281,1,False,7.0
2026-03-02,17,281,3,False,8.0
2026-03-02,17,282,1,False,13.0
2026-03-02,17,283,1,False,4.0
2026-03-02,17,284,1,False,1.0
2026-03-03,2,1,2,False,1.0
2026-03-03,2,1,4,False,1.0
2026-03-03,2,2,2,False,1.0
2026-03-03,2,3,1,False,1.0
2026-03-03,2,3,1,True,1.0
2026-03-03,2,10,4,False,1.0
2026-03-03,2,10,4,True,1.0
2026-03-03,2,17,1,False,1.0
2026-03-03,2,17,2,False,1.0
2026-03-03,2,19,2,False,1.0
2026-03-03,2,22,2,False,1.0
2026-03-03,2,38,1,False,1.0
2026-03-03,2,58,1,False,1.0
2026-03-03,2,59,1,False,5.0
2026-03-03,2,81,2,False,2.0
2026-03-03,2,91,1,False,4.0
2026-03-03,2,92,1,False,4.0
2026-03-03,2,92,4,False,1.0
2026-03-03,2,109,1,False,2.0
2026-03-03,2,126,1,False,1.0
2026-03-03,2,126,4,False,2.0
2026-03-03,2,130,1,False,2.0
2026-03-03,2,133,1,False,2.0
2026-03-03,2,134,1,False,1.0
2026-03-03,2,143,1,False,4.0
2026-03-03,2,143,2,False,2.0
2026-03-03,2,165,1,False,2.0
2026-03-03,2,167,1,False,1.0
2026-03-03,2,174,1,False,1.0
2026-03-03,2,180,2,False,1.0
2026-03-03,2,180,4,False,3.0
2026-03-03,2,183,1,False,1.0
2026-03-03,2,183,3,False,1.0
2026-03-03,2,185,1,False,1.0
2026-03-03,2,215,1,False,1.0
2026-03-03,2,216,1,False,1.0
2026-03-03,2,225,1,False,5.0
2026-03-03,2,260,4,False,1.0
2026-03-03,2,261,4,False,1.0
2026-03-03,2,263,4,False,1.0
2026-03-03,2,264,2,False,1.0
2026-03-03,2,264,4,False,1.0
2026-03-03,2,267,4,False,1.0
2026-03-03,2,268,4,False,1.0
2026-03-03,2,270,2,False,2.0
2026-03-03,2,272,1,False,1.0
2026-03-03,2,272,2,False,2.0
2026-03-03,2,273,1,False,1.0
2026-03-03,2,273,2,False,3.0
2026-03-03,2,276,4,False,2.0
2026-03-03,2,277,4,False,1.0
2026-03-03,2,278,4,False,1.0
2026-03-03,2,281,1,False,13.0
2026-03-03,2,282,1,False,3.0
2026-03-03,2,283,1,False,1.0
2026-03-03,2,284,1,False,1.0
2026-03-03,2,285,1,False,1.0
2026-03-03,2,289,1,False,1.0
2026-03-03,2,290,1,False,2.0
2026-03-03,2,291,1,False,2.0
2026-03-03,2,291,3,True,1.0
2026-03-03,2,294,1,False,4.0
2026-03-03,2,295,1,False,1.0
2026-03-03,2,296,1,False,1.0
2026-03-03,2,298,1,False,2.0
2026-03-03,2,299,1,False,3.0
2026-03-03,2,302,1,False,1.0
2026-03-03,9,3,1,False,2.0
2026-03-03,9,16,1,False,1.0
2026-03-03,9,17,1,False,2.0
2026-03-03,9,17,2,False,1.0
2026-03-03,9,20,1,False,1.0
2026-03-03,9,20,2,False,1.0
2026-03-03,9,38,1,False,3.0
2026-03-03,9,58,1,False,2.0
2026-03-03,9,59,1,False,4.0
2026-03-03,9,59,3,False,2.0
2026-03-03,9,71,1,False,2.0
2026-03-03,9,77,1,False,3.0
2026-03-03,9,81,1,False,1.0
2026-03-03,9,81,2,False,4.0
2026-03-03,9,91,1,False,1.0
2026-03-03,9,92,1,False,6.0
2026-03-03,9,109,1,False,1.0
2026-03-03,9,126,1,False,4.0
2026-03-03,9,127,1,False,2.0
2026-03-03,9,130,1,False,2.0
2026-03-03,9,133,1,False,3.0
2026-03-03,9,134,1,False,2.0
2026-03-03,9,134,3,False,1.0
2026-03-03,9,135,1,False,3.0
2026-03-03,9,143,1,False,6.0
2026-03-03,9,167,1,False,4.0
2026-03-03,9,171,1,False,1.0
2026-03-03,9,174,1,False,1.0
2026-03-03,9,183,3,False,1.0
2026-03-03,9,184,1,False,1.0
2026-03-03,9,184,4,False,1.0
2026-03-03,9,185,1,False,5.0
2026-03-03,9,216,1,False,2.0
2026-03-03,9,225,1,False,3.0
2026-03-03,9,225,2,False,3.0
2026-03-03,9,260,4,False,1.0
2026-03-03,9,262,4,False,4.0
2026-03-03,9,263,4,False,3.0
2026-03-03,9,264,4,False,1.0
2026-03-03,9,267,2,False,2.0
2026-03-03,9,268,4,False,1.0
2026-03-03,9,269,4,False,1.0
2026-03-03,9,270,2,False,2.0
2026-03-03,9,270,4,False,1.0
2026-03-03,9,272,1,False,1.0
2026-03-03,9,272,2,False,1.0
2026-03-03,9,273,1,False,1.0
2026-03-03,9,273,2,False,8.0
2026-03-03,9,274,2,False,4.0
2026-03-03,9,275,1,False,1.0
2026-03-03,9,278,4,False,1.0
2026-03-03,9,281,1,False,6.0
2026-03-03,9,282,1,False,4.0
2026-03-03,9,283,1,False,3.0
2026-03-03,9,284,1,False,2.0
2026-03-03,9,285,1,False,2.0
2026-03-03,9,286,1,False,3.0
2026-03-03,9,286,3,False,1.0
2026-03-03,9,287,1,False,2.0
2026-03-03,9,287,3,False,1.0
2026-03-03,9,288,1,False,3.0
2026-03-03,9,289,1,False,2.0
2026-03-03,9,290,1,False,1.0
2026-03-03,9,290,3,False,1.0
2026-03-03,9,291,1,False,2.0
2026-03-03,9,292,1,False,3.0
2026-03-03,9,293,1,False,1.0
2026-03-03,9,294,1,False,4.0
2026-03-03,9,295,1,False,2.0
2026-03-03,9,296,1,False,1.0
2026-03-03,9,298,1,False,1.0
2026-03-03,9,299,1,False,3.0
2026-03-03,9,300,1,False,2.0
2026-03-03,9,300,3,False,1.0
2026-03-03,9,301,1,False,1.0
2026-03-03,9,303,1,False,2.0
2026-03-03,13,2,4,False,1.0
2026-03-03,13,3,1,False,2.0
2026-03-03,13,16,2,False,3.0
2026-03-03,13,17,1,False,1.0
2026-03-03,13,19,1,False,1.0
2026-03-03,13,22,1,False,2.0
2026-03-03,13,59,1,False,5.0
2026-03-03,13,77,1,False,1.0
2026-03-03,13,77,2,False,2.0
2026-03-03,13,81,2,False,2.0
2026-03-03,13,91,1,False,2.0
2026-03-03,13,92,1,False,2.0
2026-03-03,13,120,2,False,1.0
2026-03-03,13,126,1,False,3.0
2026-03-03,13,127,1,False,1.0
2026-03-03,13,133,1,False,1.0
2026-03-03,13,134,1,False,3.0
2026-03-03,13,135,1,False,3.0
2026-03-03,13,143,1,False,2.0
2026-03-03,13,167,1,False,1.0
2026-03-03,13,180,4,False,2.0
2026-03-03,13,183,1,False,1.0
2026-03-03,13,183,4,False,2.0
2026-03-03,13,256,1,False,1.0
2026-03-03,13,257,1,False,1.0
2026-03-03,13,266,2,False,1.0
2026-03-03,13,269,4,False,2.0
2026-03-03,13,270,4,False,2.0
2026-03-03,13,272,1,False,1.0
2026-03-03,13,273,1,False,1.0
2026-03-03,13,273,2,False,3.0
2026-03-03,13,274,1,False,1.0
2026-03-03,13,274,2,False,1.0
2026-03-03,13,277,4,False,2.0
2026-03-03,13,282,1,False,2.0
2026-03-03,13,283,1,False,2.0
2026-03-03,13,285,1,False,1.0
2026-03-03,13,286,1,False,1.0
2026-03-03,13,287,1,False,1.0
2026-03-03,13,287,3,False,1.0
2026-03-03,13,289,1,False,1.0
2026-03-03,13,289,3,False,1.0
2026-03-03,13,290,1,False,2.0
2026-03-03,13,291,1,False,1.0
2026-03-03,13,294,1,False,3.0
2026-03-03,13,295,1,False,1.0
2026-03-03,13,297,1,False,1.0
2026-03-03,13,298,1,False,3.0
2026-03-03,13,299,1,False,2.0
2026-03-03,13,299,3,False,2.0
2026-03-03,13,300,1,False,1.0
2026-03-03,17,3,1,False,1.0
2026-03-03,17,3,3,True,2.0
2026-03-03,17,16,2,False,3.0
2026-03-03,17,17,1,False,1.0
2026-03-03,17,17,2,False,2.0
2026-03-03,17,19,1,False,1.0
2026-03-03,17,20,2,False,2.0
2026-03-03,17,21,2,False,1.0
2026-03-03,17,22,1,False,1.0
2026-03-03,17,38,1,False,1.0
2026-03-03,17,38,2,False,2.0
2026-03-03,17,59,1,False,3.0
2026-03-03,17,59,3,False,1.0
2026-03-03,17,77,1,False,1.0
2026-03-03,17,81,2,False,2.0
2026-03-03,17,91,1,False,3.0
2026-03-03,17,92,1,False,5.0
2026-03-03,17,92,3,True,3.0
2026-03-03,17,92,4,False,1.0
2026-03-03,17,109,1,False,3.0
2026-03-03,17,126,1,False,1.0
2026-03-03,17,127,1,False,1.0
2026-03-03,17,130,1,False,3.0
2026-03-03,17,133,1,False,1.0
2026-03-03,17,134,1,False,3.0
2026-03-03,17,135,1,False,2.0
2026-03-03,17,135,3,False,1.0
2026-03-03,17,143,1,False,3.0
2026-03-03,17,143,3,False,1.0
2026-03-03,17,165,1,False,2.0
2026-03-03,17,171,1,False,2.0
2026-03-03,17,174,1,False,2.0
2026-03-03,17,180,4,False,2.0
2026-03-03,17,183,1,False,1.0
2026-03-03,17,183,3,False,2.0
2026-03-03,17,185,1,False,1.0
2026-03-03,17,185,2,False,2.0
2026-03-03,17,215,1,False,1.0
2026-03-03,17,225,2,False,1.0
2026-03-03,17,256,1,False,1.0
2026-03-03,17,266,1,False,1.0
2026-03-03,17,267,2,False,1.0
2026-03-03,17,269,4,False,1.0
2026-03-03,17,270,2,False,2.0
2026-03-03,17,272,2,False,2.0
2026-03-03,17,273,1,False,1.0
2026-03-03,17,273,2,False,3.0
2026-03-03,17,277,4,False,1.0
2026-03-03,17,282,1,False,8.0
2026-03-03,17,283,1,False,5.0
2026-03-03,17,285,1,False,1.0
2026-03-03,17,287,1,False,2.0
2026-03-03,17,289,1,False,1.0
2026-03-03,17,289,3,True,1.0
2026-03-03,17,290,1,False,1.0
2026-03-03,17,291,1,False,1.0
2026-03-03,17,291,3,False,2.0
2026-03-03,17,292,1,False,3.0
2026-03-03,17,294,1,False,1.0
2026-03-03,17,296,1,False,5.0
2026-03-03,17,297,1,False,1.0
2026-03-03,17,298,1,False,2.0
2026-03-03,17,299,1,False,1.0
2026-03-03,17,300,1,False,1.0
2026-03-03,17,300,3,False,1.0
2026-03-04,2,1,1,False,1.0
2026-03-04,2,1,1,True,1.0
2026-03-04,2,3,4,False,1.0
2026-03-04,2,5,1,False,1.0
2026-03-04,2,20,1,False,2.0
2026-03-04,2,21,1,False,1.0
2026-03-04,2,29,1,False,2.0
2026-03-04,2,58,2,False,1.0
2026-03-04,2,61,1,False,1.0
2026-03-04,2,62,1,False,4.0
2026-03-04,2,82,1,False,3.0
2026-03-04,2,97,1,False,2.0
2026-03-04,2,97,4,False,1.0
2026-03-04,2,103,1,False,3.0
2026-03-04,2,113,1,False,1.0
2026-03-04,2,127,1,False,1.0
2026-03-04,2,133,1,False,1.0
2026-03-04,2,135,1,False,2.0
2026-03-04,2,135,2,False,2.0
2026-03-04,2,138,1,False,3.0
2026-03-04,2,168,1,False,1.0
2026-03-04,2,168,2,False,2.0
2026-03-04,2,171,1,False,1.0
2026-03-04,2,186,1,False,1.0
2026-03-04,2,187,1,False,1.0
2026-03-04,2,189,1,False,2.0
2026-03-04,2,189,2,False,1.0
2026-03-04,2,189,4,False,2.0
2026-03-04,2,213,1,False,1.0
2026-03-04,2,213,2,False,1.0
2026-03-04,2,213,4,False,1.0
2026-03-04,2,214,1,False,1.0
2026-03-04,2,214,1,True,1.0
2026-03-04,2,224,1,False,3.0
2026-03-04,2,226,1,False,2.0
2026-03-04,2,281,1,False,17.0
2026-03-04,2,282,1,False,3.0
2026-03-04,2,283,1,False,1.0
2026-03-04,2,284,1,False,1.0
2026-03-04,2,287,4,False,2.0
2026-03-04,2,289,4,False,1.0
2026-03-04,2,291,4,False,1.0
2026-03-04,2,292,2,False,3.0
2026-03-04,2,292,4,False,2.0
2026-03-04,2,293,2,False,2.0
2026-03-04,2,295,2,False,3.0
2026-03-04,2,295,4,False,1.0
2026-03-04,2,296,2,False,5.0
2026-03-04,2,296,4,False,1.0
2026-03-04,2,300,4,False,2.0
2026-03-04,2,301,1,False,1.0
2026-03-04,2,303,1,False,1.0
2026-03-04,2,304,1,False,2.0
2026-03-04,2,305,1,False,2.0
2026-03-04,2,305,3,False,1.0
2026-03-04,2,306,1,False,1.0
2026-03-04,2,307,1,False,1.0
2026-03-04,2,308,1,False,1.0
2026-03-04,2,308,3,False,1.0
2026-03-04,2,309,1,False,1.0
2026-03-04,2,311,1,False,1.0
2026-03-04,2,313,1,False,1.0
2026-03-04,2,314,1,False,1.0
2026-03-04,2,320,1,False,2.0
2026-03-04,2,320,3,False,1.0
2026-03-04,2,321,1,True,1.0
2026-03-04,9,1,1,False,1.0
2026-03-04,9,2,1,False,2.0
2026-03-04,9,5,1,False,2.0
2026-03-04,9,10,1,False,3.0
2026-03-04,9,20,1,False,3.0
2026-03-04,9,20,1,True,1.0
2026-03-04,9,21,1,False,2.0
2026-03-04,9,29,1,False,1.0
2026-03-04,9,58,1,False,4.0
2026-03-04,9,61,1,False,2.0
2026-03-04,9,62,1,False,2.0
2026-03-04,9,82,1,False,4.0
2026-03-04,9,91,1,False,3.0
2026-03-04,9,97,1,False,3.0
2026-03-04,9,97,4,False,2.0
2026-03-04,9,103,1,False,2.0
2026-03-04,9,109,1,False,1.0
2026-03-04,9,113,1,False,2.0
2026-03-04,9,127,1,False,2.0
2026-03-04,9,133,1,False,1.0
2026-03-04,9,133,2,False,1.0
2026-03-04,9,134,1,False,2.0
2026-03-04,9,135,1,False,1.0
2026-03-04,9,135,2,False,1.0
2026-03-04,9,138,1,False,4.0
2026-03-04,9,167,1,False,2.0
2026-03-04,9,168,1,False,4.0
2026-03-04,9,168,2,False,4.0
2026-03-04,9,171,1,False,5.0
2026-03-04,9,174,1,False,1.0
2026-03-04,9,186,1,False,6.0
2026-03-04,9,187,1,False,2.0
2026-03-04,9,188,1,False,1.0
2026-03-04,9,189,3,False,1.0
2026-03-04,9,213,1,False,3.0
2026-03-04,9,213,4,False,2.0
2026-03-04,9,214,1,False,5.0
2026-03-04,9,216,1,False,3.0
2026-03-04,9,226,1,False,3.0
2026-03-04,9,257,2,False,1.0
2026-03-04,9,281,1,False,8.0
2026-03-04,9,282,1,False,4.0
2026-03-04,9,283,1,False,3.0
2026-03-04,9,284,1,False,2.0
2026-03-04,9,287,4,False,1.0
2026-03-04,9,287,4,True,1.0
2026-03-04,9,289,4,False,2.0
2026-03-04,9,291,2,False,2.0
2026-03-04,9,291,4,False,3.0
2026-03-04,9,292,2,False,1.0
2026-03-04,9,292,4,False,5.0
2026-03-04,9,293,2,False,1.0
2026-03-04,9,294,1,False,1.0
2026-03-04,9,294,2,False,2.0
2026-03-04,9,295,2,False,5.0
2026-03-04,9,295,4,False,1.0
2026-03-04,9,296,2,False,8.0
2026-03-04,9,296,4,False,1.0
2026-03-04,9,298,4,False,2.0
2026-03-04,9,303,1,False,3.0
2026-03-04,9,304,1,False,3.0
2026-03-04,9,305,1,False,5.0
2026-03-04,9,305,3,False,2.0
2026-03-04,9,306,1,False,4.0
2026-03-04,9,307,1,False,3.0
2026-03-04,9,308,1,False,4.0
2026-03-04,9,310,1,False,1.0
2026-03-04,9,311,1,False,4.0
2026-03-04,9,312,1,False,2.0
2026-03-04,9,313,1,False,1.0
2026-03-04,9,314,1,False,1.0
2026-03-04,9,315,1,False,3.0
2026-03-04,9,316,1,False,2.0
2026-03-04,9,319,1,False,3.0
2026-03-04,9,320,1,False,3.0
2026-03-04,9,321,1,False,3.0
2026-03-04,13,1,1,False,4.0
2026-03-04,13,2,1,False,2.0
2026-03-04,13,5,1,False,1.0
2026-03-04,13,7,1,False,2.0
2026-03-04,13,10,1,False,4.0
2026-03-04,13,20,1,False,2.0
2026-03-04,13,22,1,False,2.0
2026-03-04,13,29,1,False,1.0
2026-03-04,13,61,1,False,1.0
2026-03-04,13,62,1,False,2.0
2026-03-04,13,82,1,False,2.0
2026-03-04,13,97,1,False,1.0
2026-03-04,13,97,3,False,1.0
2026-03-04,13,97,4,False,2.0
2026-03-04,13,103,1,False,1.0
2026-03-04,13,109,2,False,2.0
2026-03-04,13,133,2,False,1.0
2026-03-04,13,133,3,False,1.0
2026-03-04,13,134,1,False,1.0
2026-03-04,13,138,2,False,2.0
2026-03-04,13,168,1,False,7.0
2026-03-04,13,168,2,False,2.0
2026-03-04,13,171,1,False,2.0
2026-03-04,13,174,1,False,1.0
2026-03-04,13,186,1,False,4.0
2026-03-04,13,187,1,False,2.0
2026-03-04,13,189,1,False,2.0
2026-03-04,13,189,2,False,2.0
2026-03-04,13,189,4,False,1.0
2026-03-04,13,213,1,False,1.0
2026-03-04,13,213,4,False,1.0
2026-03-04,13,214,1,False,1.0
2026-03-04,13,215,2,False,2.0
2026-03-04,13,216,1,False,1.0
2026-03-04,13,224,2,False,2.0
2026-03-04,13,226,1,False,1.0
2026-03-04,13,256,1,False,3.0
2026-03-04,13,257,1,False,2.0
2026-03-04,13,257,2,False,1.0
2026-03-04,13,282,1,False,1.0
2026-03-04,13,283,1,False,2.0
2026-03-04,13,285,4,False,1.0
2026-03-04,13,291,4,False,3.0
2026-03-04,13,292,2,False,4.0
2026-03-04,13,292,4,False,1.0
2026-03-04,13,293,2,False,2.0
2026-03-04,13,294,2,False,1.0
2026-03-04,13,295,2,False,2.0
2026-03-04,13,295,4,False,1.0
2026-03-04,13,296,2,False,3.0
2026-03-04,13,296,4,False,2.0
2026-03-04,13,298,4,False,1.0
2026-03-04,13,299,4,False,1.0
2026-03-04,13,300,4,False,4.0
2026-03-04,13,304,1,False,2.0
2026-03-04,13,307,1,False,1.0
2026-03-04,13,307,3,False,1.0
2026-03-04,13,308,1,False,2.0
2026-03-04,13,311,1,False,2.0
2026-03-04,13,314,1,False,1.0
2026-03-04,13,316,1,False,1.0
2026-03-04,13,317,1,False,1.0
2026-03-04,13,320,1,False,3.0
2026-03-04,13,321,1,False,5.0
2026-03-04,17,1,1,False,2.0
2026-03-04,17,1,3,True,1.0
2026-03-04,17,2,1,False,1.0
2026-03-04,17,5,1,False,1.0
2026-03-04,17,5,3,False,1.0
2026-03-04,17,7,3,False,2.0
2026-03-04,17,10,1,False,3.0
2026-03-04,17,20,1,False,1.0
2026-03-04,17,20,3,True,1.0
2026-03-04,17,21,1,False,1.0
2026-03-04,17,22,1,False,2.0
2026-03-04,17,22,3,True,1.0
2026-03-04,17,29,1,False,2.0
2026-03-04,17,61,1,True,1.0
2026-03-04,17,62,1,False,3.0
2026-03-04,17,71,2,False,1.0
2026-03-04,17,82,1,False,4.0
2026-03-04,17,97,1,False,1.0
2026-03-04,17,97,4,False,4.0
2026-03-04,17,103,1,False,2.0
2026-03-04,17,103,3,False,2.0
2026-03-04,17,133,1,False,1.0
2026-03-04,17,133,2,False,1.0
2026-03-04,17,138,2,False,3.0
2026-03-04,17,168,1,False,4.0
2026-03-04,17,171,1,False,1.0
2026-03-04,17,174,1,False,1.0
2026-03-04,17,186,1,False,2.0
2026-03-04,17,186,1,True,1.0
2026-03-04,17,186,4,False,4.0
2026-03-04,17,187,1,False,1.0
2026-03-04,17,187,3,True,1.0
2026-03-04,17,189,1,False,1.0
2026-03-04,17,189,2,False,1.0
2026-03-04,17,189,4,False,2.0
2026-03-04,17,213,1,False,1.0
2026-03-04,17,213,4,False,2.0
2026-03-04,17,214,1,True,1.0
2026-03-04,17,215,1,False,2.0
2026-03-04,17,215,2,False,3.0
2026-03-04,17,216,1,False,2.0
2026-03-04,17,224,1,False,2.0
2026-03-04,17,226,1,False,2.0
2026-03-04,17,282,1,False,9.0
2026-03-04,17,283,1,False,4.0
2026-03-04,17,290,4,False,1.0
2026-03-04,17,291,4,False,1.0
2026-03-04,17,292,4,False,2.0
2026-03-04,17,293,1,False,1.0
2026-03-04,17,293,2,False,1.0
2026-03-04,17,294,2,False,2.0
2026-03-04,17,295,2,False,3.0
2026-03-04,17,295,4,False,1.0
2026-03-04,17,296,2,False,2.0
2026-03-04,17,299,2,False,1.0
2026-03-04,17,299,4,False,1.0
2026-03-04,17,304,1,False,1.0
2026-03-04,17,304,3,False,1.0
2026-03-04,17,305,1,False,3.0
2026-03-04,17,306,1,False,3.0
2026-03-04,17,307,1,False,2.0
2026-03-04,17,308,1,False,2.0
