date,spot_id,product_id,movement_type_id,quantity,cost
2026-03-02,17,2,1,2,11.58
2026-03-02,17,10,1,1,6.05
2026-03-02,17,16,1,3,14.49
2026-03-02,17,17,1,3,15.12
2026-03-02,17,19,1,2,8.06
2026-03-02,17,20,1,2,7.36
2026-03-02,17,21,1,2,4.66
2026-03-02,17,22,1,3,10.59
2026-03-02,17,40,1,3,12.66
2026-03-02,17,40,2,1,4.22
2026-03-02,17,58,1,1,1.95
2026-03-02,17,77,1,2,5.84
2026-03-02,17,80,1,3,12.63
2026-03-02,17,81,1,3,11.16
2026-03-02,17,88,1,3,12.27
2026-03-02,17,90,1,2,8.52
2026-03-02,17,105,1,2,7.68
2026-03-02,17,121,1,2,8.44
2026-03-02,17,127,1,5,12.35
2026-03-02,17,142,1,4,9.32
2026-03-02,17,156,1,5,17.8
2026-03-02,17,165,1,2,2.06
2026-03-02,17,167,1,2,3.18
2026-03-02,17,171,1,5,7.6
2026-03-02,17,180,1,3,13.95
2026-03-02,17,181,1,3,13.05
2026-03-02,17,182,1,3,25.17
2026-03-02,17,216,1,5,9.85
2026-03-02,17,216,2,1,1.97
2026-03-02,17,219,1,2,4.52
2026-03-02,17,255,1,2,7.04
2026-03-02,17,256,1,2,7.7
2026-03-02,17,257,1,1,3.54
2026-03-02,17,260,1,4,29.04
2026-03-02,17,261,1,2,11.92
2026-03-02,17,262,1,3,19.83
2026-03-02,17,263,1,4,24.28
2026-03-02,17,264,1,2,10.92
2026-03-02,17,265,1,2,9.58
2026-03-02,17,266,1,1,4.25
2026-03-02,17,267,1,2,9.9
2026-03-02,17,268,1,1,3.61
2026-03-02,17,269,1,4,14.88
2026-03-02,17,270,1,2,9.62
2026-03-02,17,271,1,2,8.48
2026-03-02,17,272,1,5,6.85
2026-03-02,17,273,1,6,10.56
2026-03-02,17,274,1,2,3.64
2026-03-02,17,275,1,2,3.36
2026-03-02,17,276,1,2,13.22
2026-03-02,17,277,1,3,11.22
2026-03-02,17,278,1,2,7.86
2026-03-02,17,279,1,3,11.43
2026-03-02,17,280,1,8,22.24
2026-03-02,17,281,1,15,17.25
2026-03-02,17,282,1,13,3.64
2026-03-02,17,283,1,4,2.4
2026-03-02,17,284,1,1,0.4
2026-03-03,2,3,1,3,17.67
2026-03-03,2,38,1,4,17.36
2026-03-03,2,59,1,5,13.9
2026-03-03,2,91,1,4,11.8
2026-03-03,2,92,1,5,22.35
2026-03-03,2,109,1,2,11.86
2026-03-03,2,126,1,1,4.89
2026-03-03,2,130,1,2,6.9
2026-03-03,2,133,1,3,7.35
2026-03-03,2,134,1,1,5.88
2026-03-03,2,135,1,4,21.0
2026-03-03,2,143,1,3,3.63
2026-03-03,2,174,1,1,5.49
2026-03-03,2,183,1,3,21.0
2026-03-03,2,184,1,3,12.51
2026-03-03,2,185,1,3,14.1
2026-03-03,2,225,1,3,5.4
2026-03-03,2,273,2,1,1.76
2026-03-03,2,281,1,13,11.57
2026-03-03,2,282,1,3,0.9
2026-03-03,2,283,1,1,0.68
2026-03-03,2,284,1,1,0.58
2026-03-03,2,285,1,1,5.45
2026-03-03,2,287,1,2,13.0
2026-03-03,2,289,1,2,13.3
2026-03-03,2,290,1,2,10.02
2026-03-03,2,291,1,4,22.48
2026-03-03,2,292,1,5,36.2
2026-03-03,2,293,1,2,8.24
2026-03-03,2,294,1,4,15.44
2026-03-03,2,295,1,5,23.9
2026-03-03,2,296,1,7,32.83
2026-03-03,2,297,1,1,4.47
2026-03-03,2,298,1,2,17.32
2026-03-03,2,299,1,3,9.33
2026-03-03,2,300,1,2,5.26
2026-03-03,2,302,1,1,0.37
2026-03-03,9,3,1,2,11.78
2026-03-03,9,38,1,1,4.34
2026-03-03,9,59,1,6,16.68
2026-03-03,9,77,2,1,2.92
2026-03-03,9,91,1,4,11.8
2026-03-03,9,92,1,8,35.76
2026-03-03,9,109,1,2,11.86
2026-03-03,9,126,1,4,19.56
2026-03-03,9,130,1,2,6.9
2026-03-03,9,133,1,5,12.25
2026-03-03,9,134,1,5,29.4
2026-03-03,9,135,1,5,26.25
2026-03-03,9,143,1,3,3.63
2026-03-03,9,174,1,2,10.98
2026-03-03,9,183,1,3,21.0
2026-03-03,9,184,1,1,4.17
2026-03-03,9,185,1,11,51.7
2026-03-03,9,225,1,3,5.4
2026-03-03,9,281,1,6,5.34
2026-03-03,9,282,1,4,1.2
2026-03-03,9,283,1,3,2.04
2026-03-03,9,284,1,2,1.16
2026-03-03,9,285,1,2,10.9
2026-03-03,9,286,1,4,21.4
2026-03-03,9,287,1,5,32.5
2026-03-03,9,288,1,3,16.92
2026-03-03,9,289,1,4,26.6
2026-03-03,9,290,1,2,10.02
2026-03-03,9,291,1,7,39.34
2026-03-03,9,292,1,9,65.16
2026-03-03,9,293,1,2,8.24
2026-03-03,9,294,1,7,27.02
2026-03-03,9,295,1,8,38.24
2026-03-03,9,296,1,10,46.9
2026-03-03,9,297,1,4,17.88
2026-03-03,9,298,1,3,25.98
2026-03-03,9,299,1,3,9.33
2026-03-03,9,300,1,3,7.89
2026-03-03,9,301,1,1,0.55
2026-03-03,9,303,1,2,0.84
2026-03-03,13,3,1,2,11.78
2026-03-03,13,38,1,2,8.68
2026-03-03,13,59,1,5,13.9
2026-03-03,13,91,1,2,5.9
2026-03-03,13,92,1,4,17.88
2026-03-03,13,109,1,2,11.86
2026-03-03,13,126,1,3,14.67
2026-03-03,13,130,1,2,6.9
2026-03-03,13,133,1,3,7.35
2026-03-03,13,134,1,4,23.52
2026-03-03,13,135,1,4,21.0
2026-03-03,13,143,1,2,2.42
2026-03-03,13,174,1,1,5.49
2026-03-03,13,183,1,2,14.0
2026-03-03,13,184,1,3,12.51
2026-03-03,13,185,1,6,28.2
2026-03-03,13,225,1,2,3.6
2026-03-03,13,282,1,2,0.6
2026-03-03,13,283,1,2,1.36
2026-03-03,13,285,1,2,10.9
2026-03-03,13,286,1,1,5.35
2026-03-03,13,287,1,2,13.0
2026-03-03,13,289,1,2,13.3
2026-03-03,13,290,1,2,10.02
2026-03-03,13,291,1,4,22.48
2026-03-03,13,292,1,5,36.2
2026-03-03,13,293,1,2,8.24
2026-03-03,13,294,1,4,15.44
2026-03-03,13,295,1,4,19.12
2026-03-03,13,296,1,6,28.14
2026-03-03,13,297,1,1,4.47
2026-03-03,13,298,1,4,34.64
2026-03-03,13,299,1,5,15.55
2026-03-03,13,300,1,5,13.15
2026-03-03,17,3,1,3,17.67
2026-03-03,17,38,1,3,13.02
2026-03-03,17,59,1,4,11.12
2026-03-03,17,91,1,3,8.85
2026-03-03,17,92,1,12,53.64
2026-03-03,17,109,1,3,17.79
2026-03-03,17,126,1,5,24.45
2026-03-03,17,130,1,3,10.35
2026-03-03,17,133,1,3,7.35
2026-03-03,17,134,1,3,17.64
2026-03-03,17,135,1,3,15.75
2026-03-03,17,143,1,5,6.05
2026-03-03,17,174,1,3,16.47
2026-03-03,17,183,1,5,35.0
2026-03-03,17,184,1,3,12.51
2026-03-03,17,185,1,3,14.1
2026-03-03,17,225,1,3,5.4
2026-03-03,17,273,2,2,3.52
2026-03-03,17,282,1,8,2.4
2026-03-03,17,283,1,5,3.4
2026-03-03,17,285,1,1,5.45
2026-03-03,17,287,1,2,13.0
2026-03-03,17,289,1,2,13.3
2026-03-03,17,290,1,2,10.02
2026-03-03,17,291,1,4,22.48
2026-03-03,17,292,1,5,36.2
2026-03-03,17,293,1,2,8.24
2026-03-03,17,294,1,3,11.58
2026-03-03,17,295,1,5,23.9
2026-03-03,17,296,1,7,32.83
2026-03-03,17,297,1,1,4.47
2026-03-03,17,298,1,2,17.32
2026-03-03,17,299,1,3,9.33
2026-03-03,17,300,1,2,5.26
2026-03-04,2,1,1,2,13.48
2026-03-04,2,2,1,2,11.34
2026-03-04,2,5,1,2,9.92
2026-03-04,2,7,1,1,2.68
2026-03-04,2,10,1,2,13.94
2026-03-04,2,20,1,2,7.28
2026-03-04,2,21,1,1,2.55
2026-03-04,2,22,1,1,2.82
2026-03-04,2,29,1,2,6.7
2026-03-04,2,61,1,1,5.61
2026-03-04,2,62,1,4,36.64
2026-03-04,2,82,1,3,9.81
2026-03-04,2,97,1,2,5.14
2026-03-04,2,103,1,3,14.46
2026-03-04,2,113,1,1,4.74
2026-03-04,2,138,1,2,1.96
2026-03-04,2,168,1,4,31.4
2026-03-04,2,186,1,3,22.17
2026-03-04,2,187,1,1,8.22
2026-03-04,2,188,1,1,6.39
2026-03-04,2,188,2,1,6.39
2026-03-04,2,188,4,1,6.39
2026-03-04,2,189,1,2,9.3
2026-03-04,2,213,1,1,5.5
2026-03-04,2,214,1,2,11.8
2026-03-04,2,226,1,2,3.76
2026-03-04,2,281,1,17,19.55
2026-03-04,2,282,1,3,0.69
2026-03-04,2,283,1,1,0.55
2026-03-04,2,284,1,1,0.55
2026-03-04,2,297,2,1,4.47
2026-03-04,2,297,4,1,4.47
2026-03-04,2,301,1,1,0.42
2026-03-04,2,303,1,1,0.54
2026-03-04,2,304,1,2,12.32
2026-03-04,2,305,1,3,16.44
2026-03-04,2,306,1,2,10.62
2026-03-04,2,307,1,3,19.11
2026-03-04,2,308,1,2,11.46
2026-03-04,2,309,1,2,9.26
2026-03-04,2,311,1,2,10.02
2026-03-04,2,312,1,3,14.97
2026-03-04,2,313,1,2,7.78
2026-03-04,2,314,1,2,8.56
2026-03-04,2,315,1,3,14.7
2026-03-04,2,316,1,3,12.84
2026-03-04,2,317,1,4,7.68
2026-03-04,2,319,3,2,6.46
2026-03-04,2,320,1,3,15.63
2026-03-04,2,321,1,2,8.1
2026-03-04,2,321,2,1,4.05
2026-03-04,2,321,4,1,4.05
2026-03-04,9,1,1,1,6.74
2026-03-04,9,2,1,3,17.01
2026-03-04,9,5,1,2,9.92
2026-03-04,9,7,1,2,5.36
2026-03-04,9,10,1,3,20.91
2026-03-04,9,20,1,4,14.56
2026-03-04,9,21,1,3,7.65
2026-03-04,9,22,1,2,5.64
2026-03-04,9,29,1,2,6.7
2026-03-04,9,61,1,2,11.22
2026-03-04,9,62,1,2,18.32
2026-03-04,9,82,1,6,19.62
2026-03-04,9,97,1,3,7.71
2026-03-04,9,103,1,3,14.46
2026-03-04,9,113,1,4,18.96
2026-03-04,9,138,1,3,2.94
2026-03-04,9,168,1,2,15.7
2026-03-04,9,186,1,6,44.34
2026-03-04,9,187,1,2,16.44
2026-03-04,9,188,1,3,19.17
2026-03-04,9,188,2,2,12.78
2026-03-04,9,188,4,2,12.78
2026-03-04,9,189,1,1,4.65
2026-03-04,9,213,1,3,16.5
2026-03-04,9,214,1,5,29.5
2026-03-04,9,226,1,3,5.64
2026-03-04,9,281,1,8,9.2
2026-03-04,9,282,1,4,0.92
2026-03-04,9,283,1,3,1.65
2026-03-04,9,284,1,2,1.1
2026-03-04,9,297,2,4,17.88
2026-03-04,9,297,4,4,17.88
2026-03-04,9,303,1,3,1.62
2026-03-04,9,304,1,3,18.48
2026-03-04,9,305,1,7,38.36
2026-03-04,9,306,1,4,21.24
2026-03-04,9,307,1,5,31.85
2026-03-04,9,308,1,4,22.92
2026-03-04,9,309,1,2,9.26
2026-03-04,9,310,1,2,9.76
2026-03-04,9,311,1,4,20.04
2026-03-04,9,312,1,4,19.96
2026-03-04,9,313,1,4,15.56
2026-03-04,9,314,1,4,17.12
2026-03-04,9,315,1,5,24.5
2026-03-04,9,316,1,4,17.12
2026-03-04,9,317,1,7,13.44
2026-03-04,9,319,1,3,9.69
2026-03-04,9,320,1,3,15.63
2026-03-04,9,321,1,3,12.15
2026-03-04,13,1,1,7,47.18
2026-03-04,13,2,1,2,11.34
2026-03-04,13,5,1,1,4.96
2026-03-04,13,7,1,2,5.36
2026-03-04,13,10,1,4,27.88
2026-03-04,13,20,1,2,7.28
2026-03-04,13,21,1,3,7.65
2026-03-04,13,22,1,2,5.64
2026-03-04,13,29,1,1,3.35
2026-03-04,13,61,1,2,11.22
2026-03-04,13,62,1,2,18.32
2026-03-04,13,82,1,3,9.81
2026-03-04,13,97,1,2,5.14
2026-03-04,13,103,1,4,19.28
2026-03-04,13,113,1,2,9.48
2026-03-04,13,113,2,1,4.74
2026-03-04,13,138,1,2,1.96
2026-03-04,13,168,1,3,23.55
2026-03-04,13,186,1,4,29.56
2026-03-04,13,187,1,2,16.44
2026-03-04,13,188,1,2,12.78
2026-03-04,13,188,2,2,12.78
2026-03-04,13,188,4,1,6.39
2026-03-04,13,189,1,3,13.95
2026-03-04,13,213,1,2,11.0
2026-03-04,13,214,1,2,11.8
2026-03-04,13,226,1,2,3.76
2026-03-04,13,282,1,1,0.23
2026-03-04,13,283,1,2,1.1
2026-03-04,13,296,2,1,4.69
2026-03-04,13,304,1,2,12.32
2026-03-04,13,305,1,3,16.44
2026-03-04,13,306,1,2,10.62
2026-03-04,13,307,1,3,19.11
2026-03-04,13,308,1,2,11.46
2026-03-04,13,309,1,2,9.26
2026-03-04,13,311,1,2,10.02
2026-03-04,13,312,1,2,9.98
2026-03-04,13,313,1,2,7.78
2026-03-04,13,314,1,2,8.56
2026-03-04,13,315,1,2,9.8
2026-03-04,13,316,1,3,12.84
2026-03-04,13,317,1,4,7.68
2026-03-04,13,318,2,1,0.0
2026-03-04,13,319,1,4,12.92
2026-03-04,13,319,2,4,12.92
2026-03-04,13,319,4,1,3.23
2026-03-04,13,320,1,5,26.05
2026-03-04,13,320,2,1,5.21
2026-03-04,13,320,4,1,5.21
2026-03-04,13,321,1,5,20.25
2026-03-04,17,1,1,3,20.22
2026-03-04,17,2,1,3,17.01
2026-03-04,17,5,1,2,9.92
2026-03-04,17,7,1,2,5.36
2026-03-04,17,10,1,3,20.91
2026-03-04,17,20,1,2,7.28
2026-03-04,17,21,1,3,7.65
2026-03-04,17,22,1,3,8.46
2026-03-04,17,29,1,2,6.7
2026-03-04,17,61,1,2,11.22
2026-03-04,17,62,1,8,73.28
2026-03-04,17,71,2,1,0.0
2026-03-04,17,82,1,4,13.08
2026-03-04,17,97,1,2,5.14
2026-03-04,17,103,1,4,19.28
2026-03-04,17,113,1,3,14.22
2026-03-04,17,138,1,3,2.94
2026-03-04,17,168,1,4,31.4
2026-03-04,17,186,1,6,44.34
2026-03-04,17,187,1,2,16.44
2026-03-04,17,188,1,2,12.78
2026-03-04,17,188,2,2,12.78
2026-03-04,17,189,1,3,13.95
2026-03-04,17,213,1,1,5.5
2026-03-04,17,214,1,2,11.8
2026-03-04,17,226,1,3,5.64
2026-03-04,17,282,1,9,2.07
2026-03-04,17,283,1,4,2.2
2026-03-04,17,295,2,1,4.78
2026-03-04,17,304,1,2,12.32
2026-03-04,17,305,1,3,16.44
2026-03-04,17,306,1,3,15.93
2026-03-04,17,307,1,3,19.11
2026-03-04,17,308,1,2,11.46
2026-03-04,17,309,1,2,9.26
2026-03-04,17,311,1,2,10.02
2026-03-04,17,312,1,3,14.97
2026-03-04,17,313,1,2,7.78
2026-03-04,17,314,1,2,8.56
2026-03-04,17,315,1,2,9.8
2026-03-04,17,316,1,3,12.84
2026-03-04,17,317,1,4,7.68
2026-03-04,17,319,1,2,6.46
2026-03-04,17,319,2,2,6.46
2026-03-04,17,320,1,3,15.63
2026-03-04,17,321,1,2,8.1
2026-03-05,2,3,1,2,8.6
2026-03-05,2,12,1,1,3.67
2026-03-05,2,49,1,3,6.42
2026-03-05,2,124,1,2,6.38
2026-03-05,2,132,1,2,8.92
2026-03-05,2,136,1,3,7.92
2026-03-05,2,159,1,3,7.35
2026-03-05,2,172,1,2,10.22
2026-03-05,2,173,1,3,16.2
2026-03-05,2,190,1,2,6.8
2026-03-05,2,190,2,1,3.4
2026-03-05,2,190,4,1,3.4
2026-03-05,2,191,1,2,12.7
2026-03-05,2,191,2,1,6.35
2026-03-05,2,193,1,1,4.78
2026-03-05,2,194,1,1,4.18
2026-03-05,2,195,1,1,4.35
2026-03-05,2,196,1,3,14.82
2026-03-05,2,198,1,3,7.02
2026-03-05,2,238,1,1,2.77
2026-03-05,2,253,1,1,5.1
2026-03-05,2,281,1,12,13.32
2026-03-05,2,282,1,6,1.86
2026-03-05,2,283,1,1,0.61
2026-03-05,2,303,1,1,0.54
2026-03-05,2,316,2,2,8.56
2026-03-05,2,316,4,2,8.56
2026-03-05,2,317,2,1,1.92
2026-03-05,2,322,1,3,20.01
2026-03-05,2,323,1,8,54.88
2026-03-05,2,323,2,1,6.86
2026-03-05,2,324,1,4,22.16
2026-03-05,2,325,2,1,0.0
2026-03-05,2,326,1,3,10.2
2026-03-05,2,328,1,4,19.08
2026-03-05,2,330,1,3,10.95
2026-03-05,2,331,1,2,9.62
2026-03-05,2,333,3,3,12.899999999999999
2026-03-05,2,336,1,2,14.3
2026-03-05,2,337,1,3,11.76
2026-03-05,2,338,1,2,12.02
2026-03-05,9,3,1,4,17.2
2026-03-05,9,12,1,2,7.34
2026-03-05,9,49,1,6,12.84
2026-03-05,9,82,2,1,3.27
2026-03-05,9,113,2,1,4.74
2026-03-05,9,113,4,1,4.74
2026-03-05,9,124,1,2,6.38
2026-03-05,9,132,1,2,8.92
2026-03-05,9,136,1,3,7.92
2026-03-05,9,159,1,5,12.25
2026-03-05,9,172,1,2,10.22
2026-03-05,9,173,1,6,32.4
2026-03-05,9,190,1,4,13.6
2026-03-05,9,191,1,4,25.4
2026-03-05,9,193,1,2,9.56
2026-03-05,9,194,1,4,16.72
2026-03-05,9,195,1,2,8.7
2026-03-05,9,196,1,3,14.82
2026-03-05,9,198,1,6,14.04
2026-03-05,9,238,1,2,5.54
2026-03-05,9,253,1,3,15.3
2026-03-05,9,281,1,3,3.33
2026-03-05,9,282,1,2,0.62
2026-03-05,9,283,1,1,0.61
2026-03-05,9,284,1,2,1.0
2026-03-05,9,301,1,1,0.46
2026-03-05,9,313,2,1,3.89
2026-03-05,9,314,2,1,4.28
2026-03-05,9,316,2,2,8.56
2026-03-05,9,316,4,2,8.56
2026-03-05,9,322,1,8,53.36
2026-03-05,9,323,1,13,89.18
2026-03-05,9,324,1,6,33.24
2026-03-05,9,326,1,5,17.0
2026-03-05,9,327,1,6,22.26
2026-03-05,9,328,1,7,33.39
2026-03-05,9,329,1,14,47.6
2026-03-05,9,330,1,2,7.3
2026-03-05,9,331,1,2,9.62
2026-03-05,9,332,1,4,14.36
2026-03-05,9,333,2,5,21.5
2026-03-05,9,333,3,5,21.5
2026-03-05,9,333,4,5,21.5
2026-03-05,9,336,1,3,21.45
2026-03-05,9,337,1,3,11.76
2026-03-05,9,338,1,3,18.03
2026-03-05,13,3,1,3,12.9
2026-03-05,13,12,1,3,11.01
2026-03-05,13,49,1,2,4.28
2026-03-05,13,124,1,2,6.38
2026-03-05,13,132,1,3,13.38
2026-03-05,13,136,1,4,10.56
2026-03-05,13,159,1,3,7.35
2026-03-05,13,172,1,3,15.33
2026-03-05,13,173,1,4,21.6
2026-03-05,13,190,1,3,10.2
2026-03-05,13,191,1,1,6.35
2026-03-05,13,193,1,3,14.34
2026-03-05,13,194,1,5,20.9
2026-03-05,13,195,1,2,8.7
2026-03-05,13,196,1,5,24.7
2026-03-05,13,198,1,2,4.68
2026-03-05,13,238,1,3,8.31
2026-03-05,13,253,1,1,5.1
2026-03-05,13,282,1,2,0.62
2026-03-05,13,303,1,3,1.62
2026-03-05,13,316,2,2,8.56
2026-03-05,13,316,4,1,4.28
2026-03-05,13,322,1,4,26.68
2026-03-05,13,323,1,5,34.3
2026-03-05,13,324,1,3,16.62
2026-03-05,13,326,1,2,6.8
2026-03-05,13,327,1,2,7.42
2026-03-05,13,328,1,3,14.31
2026-03-05,13,329,1,5,17.0
2026-03-05,13,330,1,2,7.3
2026-03-05,13,331,1,2,9.62
2026-03-05,13,332,1,2,7.18
2026-03-05,13,333,1,2,8.6
2026-03-05,13,333,2,2,8.6
2026-03-05,13,333,4,1,4.3
2026-03-05,13,335,2,1,0.0
2026-03-05,13,335,4,1,0.0
2026-03-05,13,336,1,4,28.6
2026-03-05,13,337,1,5,19.6
2026-03-05,13,338,1,5,30.05
2026-03-05,17,3,1,5,21.5
2026-03-05,17,12,1,2,7.34
2026-03-05,17,49,1,3,6.42
2026-03-05,17,113,2,2,9.48
2026-03-05,17,124,1,2,6.38
2026-03-05,17,132,1,4,17.84
2026-03-05,17,136,1,4,10.56
2026-03-05,17,159,1,4,9.8
2026-03-05,17,172,1,4,20.44
2026-03-05,17,173,1,4,21.6
2026-03-05,17,190,1,3,10.2
2026-03-05,17,191,1,2,12.7
2026-03-05,17,193,1,4,19.12
2026-03-05,17,194,1,5,20.9
2026-03-05,17,195,1,1,4.35
2026-03-05,17,196,1,2,9.88
2026-03-05,17,198,1,3,7.02
2026-03-05,17,238,1,2,5.54
2026-03-05,17,253,1,2,10.2
2026-03-05,17,282,1,10,3.1
2026-03-05,17,283,1,2,1.22
2026-03-05,17,316,2,3,12.84
2026-03-05,17,322,1,4,26.68
2026-03-05,17,323,1,5,34.3
2026-03-05,17,324,1,3,16.62
2026-03-05,17,326,1,2,6.8
2026-03-05,17,327,1,2,7.42
2026-03-05,17,328,1,3,14.31
2026-03-05,17,329,1,5,17.0
2026-03-05,17,330,1,2,7.3
2026-03-05,17,331,1,2,9.62
2026-03-05,17,332,1,2,7.18
2026-03-05,17,333,1,2,8.6
2026-03-05,17,333,2,1,4.3
2026-03-05,17,336,1,2,14.3
2026-03-05,17,337,1,3,11.76
